	SP1	GMEB1	ETV3	YY1	ETS1	ZBTB33	NRF1	USF2	STAT1::STAT2	ATF1	IRF1	ZFX	HSF1	ELF1	RUNX2	BACH1::MAFK	ZNF143	SREBF1	MAFF	FOS::JUN	RUNX1	FOXP1	GABPA	GATA3	KLF5	SREBF2	NFKB1	SRF	NR3C1	MTF1	EWSR1::FLI1	BCL6	RXRA	STAT6	ZEB1	JUN	NFATC2	GFI1	RFX1	SP4	POU2F2	USF1	ZNF354C	REST	CTCF	THAP1	ZBTB7B	ARID5A	TBP	FOXK1	AHR::ARNT	BSX	CEBPZ	CREB3	DBX2	DMRT3	EBF1	EPAS1	FOXO4	FUBP1	GSX1	HLTF	HMBOX1	HMGA1	HMX2	HOXA2	HOXA3	HOXD10	HOXD9	IKZF1	IRF3	IRF6	LHX9	MAFK	MEOX2	MITF	MYC	NFIX	NFYB	NKX2-5	NR1I2	OSR2	OVOL1	PLAG1	POU2F1	PPARA	RHOXF1	SOX10	SOX13	SOX15	SPIB	TBX19	TBX2
5:13399267-13399283	1.808549345e-18	0	2.190915177e-06	1.568937308e-15	2.085782761e-10	2.060657227e-18	2.769954725e-20	7.716964848e-21	5.306231235e-12	8.667891881e-12	0	7.427674576e-12	1.984654663e-18	1.246901205e-22	9.456681421e-16	2.626572439e-15	8.702447526e-31	1.227250668e-10	0	3.442886695e-05	1.799984164e-10	3.221477765e-14	6.967678798e-12	2.160216391e-06	4.854242334e-17	9.169687363e-10	1.255628695e-29	3.241875995e-24	0	3.348425486e-17	0	1.886805526e-12	9.328223245e-20	1.76520388e-21	1.952762067e-17	1.896830877e-23	8.723823945e-07	1.496896614e-06	3.958694759e-19	0	3.707057029e-20	7.571244344e-17	5.504945996e-05	0	0	2.744174914e-06	9.336082953e-20	1.44330226e-08	8.653996266e-05	0	9.827090619e-06	0.005007336814	5.981610303e-08	1.752083275e-18	9.860283138e-09	1.954840619e-11	8.354306e-19	2.192483226e-06	4.594496414e-11	1.746331939e-07	0.001117750559	3.461644991e-05	1.511096623e-08	7.756272842e-05	0	0.0003891439688	0.002448664496	0	7.444549649e-07	2.141980866e-07	0	0	0.0003893677859	1.010400942e-24	0.0005410864279	1.834904877e-09	3.989527894e-21	3.204013844e-05	1.673747486e-12	0.001154450126	0	2.358486351e-11	8.614703006e-05	1.423976377e-11	2.76901507e-10	1.669104501e-08	0.05364496199	3.71631782e-05	7.038057241e-09	8.087556301e-05	4.80161043e-07	0	4.339090369e-10
5:13399300-13399330	7.329450437e-06	5.616287538e-05	3.095737029e-08	2.561303055e-09	2.714514893e-08	1.278531555e-11	3.465134047e-15	4.545384613e-13	5.585535544e-11	4.594940102e-06	2.806213072e-11	1.014044161e-11	1.341371917e-17	6.652468568e-14	1.758844469e-09	4.058229255e-11	5.099914836e-19	0.000577668878	6.30657477e-14	0.001306527266	1.899903445e-06	2.145981984e-09	8.106137082e-08	3.72367141e-11	5.314149981e-08	0.0002432780401	2.20615527e-28	1.934937939e-20	3.417334513e-20	2.742642467e-08	9.622149434e-15	7.815159521e-10	3.051946471e-19	1.911839371e-12	1.617715719e-11	2.439644622e-15	0.0002669009907	2.047696064e-06	3.887375908e-14	1.244776421e-14	1.659769732e-14	1.026574466e-11	0.005540998963	2.720296057e-21	6.13309449e-11	0.004962359785	2.700475944e-12	5.518735949e-07	1.226526006e-06	3.349303682e-10	0.002208471662	1.249301121e-08	2.77785473e-07	2.094902439e-11	1.342154801e-07	2.39483005e-06	1.851048865e-13	0.007630341268	8.141553765e-07	4.646900557e-06	0.0001980799104	0.01020804348	2.594942073e-06	0.0004826643531	6.813057433e-12	1.190183758e-05	0.01282383623	3.334951172e-07	5.901170351e-06	0.002884308256	6.525467327e-06	4.031326859e-09	4.063420091e-08	1.965473328e-17	2.007951792e-06	3.016371519e-05	1.66066275e-14	4.649743173e-06	1.192070386e-16	0.01781429829	8.639621021e-06	5.832497548e-08	0.001718866276	2.341484944e-07	7.482860713e-10	3.198538493e-06	6.271065889e-13	0.005808192143	3.324968487e-05	0.001377596081	0.001866853953	1.507427212e-15	0.0004319498008
5:13399343-13399373	8.12819316e-17	0.002585007367	1.946954342e-08	5.050013102e-09	7.112357879e-12	5.262844393e-11	1.469471531e-13	7.129083604e-14	2.384008499e-13	9.106185663e-06	3.187923751e-16	1.012642286e-12	5.176157571e-16	8.341004231e-17	1.679249588e-10	5.818135675e-10	2.999977178e-20	3.380251711e-06	7.86262638e-06	8.074962074e-05	4.9208448e-08	1.193177526e-11	3.479104099e-13	1.354370488e-16	5.412005055e-19	5.801267842e-06	3.053161557e-28	1.419189739e-17	1.65332724e-21	2.325299691e-13	3.384540542e-27	5.382039778e-07	4.596306939e-24	8.420058767e-16	7.91589429e-12	4.547810502e-18	0.0004117945249	1.300223102e-05	3.205838036e-13	2.27080563e-16	1.478876894e-14	8.285085843e-13	0.0005543176045	8.49041383e-20	9.675499875e-16	0.0002923886895	1.699004585e-13	1.069264849e-05	9.36502441e-08	7.99809715e-10	0.001755834065	9.125001936e-07	3.690938743e-05	1.093314813e-12	1.589419894e-05	5.648841061e-11	1.372469166e-12	0.0002829191447	6.350532731e-08	4.847891972e-05	0.01330342631	0.1351950752	3.98027682e-06	0.001428951156	3.17360558e-09	1.8110371e-05	0.0106661951	8.661958848e-08	2.976927109e-07	0.02377410189	1.266779563e-09	3.47982084e-08	0.001470418789	4.828978379e-10	0.002039847904	2.034018551e-05	1.94388039e-12	1.758975424e-05	1.307210365e-09	0.005300059822	1.042599591e-06	9.153342099e-08	0.0003170355007	4.018778178e-09	8.927708356e-10	4.95984855e-09	3.382620388e-12	0.08018333878	2.710848668e-05	0.05548406977	1.510073102e-05	4.394720979e-17	3.416771079e-06
5:13399482-13399498	5.465479825e-18	0	3.688087144e-11	3.55309414e-15	2.037303364e-10	9.238959984e-14	1.438492988e-22	2.869150476e-23	5.118476804e-08	6.703508958e-13	0	1.779470081e-16	1.570624441e-18	1.089273889e-14	1.161767203e-13	1.022932158e-19	1.528735526e-31	7.292498055e-12	0	0.0001987300965	8.253743313e-06	2.755928709e-11	3.23996495e-14	2.532257507e-07	5.081531766e-18	1.969257189e-11	5.097911003e-39	2.875505741e-35	0	5.241165088e-17	0	6.667821805e-14	7.092029351e-28	6.207844081e-13	7.70155464e-14	3.72207265e-26	5.579366745e-05	0.0002622765225	3.880391985e-13	0	3.760189157e-17	1.224127098e-20	1.608453615e-05	0	0	6.755942909e-07	5.589353972e-16	2.601267846e-07	2.145851139e-09	0	9.797063721e-07	5.67107514e-10	2.131749914e-09	1.501554583e-17	2.556434727e-07	4.27926301e-12	3.282802357e-19	2.227116201e-08	0.001597611105	0.0001529448997	4.671495366e-05	0.001481709573	1.204004128e-06	0.0006374254171	0	2.090199075e-07	0.0005523553495	0	1.784234924e-06	1.238971179e-05	0	0	3.677893239e-09	1.370720389e-25	3.001545005e-08	1.185357631e-08	5.451714559e-18	1.193500038e-11	5.151673387e-18	0.0003048671743	0	4.458101198e-10	0.003520150832	9.350265243e-14	2.848983307e-09	6.731420667e-11	4.48713546e-09	0.02023712277	3.358585992e-10	0.01289448341	0.001320155642	0	9.815566446e-11
5:13399523-13399549	3.014938873e-08	1.565376438e-06	6.7821138e-09	5.773427925e-12	1.010439671e-08	3.4783652e-10	5.620013864e-14	6.990970596e-20	4.522332079e-10	3.110408129e-06	7.318640794e-09	7.127530185e-09	2.236253668e-14	1.916986246e-10	3.287540055e-10	9.433328532e-07	7.222931014e-21	2.994221664e-08	1.399762327e-15	0.00433654427	2.409473785e-08	7.87908808e-12	1.506634941e-07	3.809086336e-16	0.0002341300916	6.280735547e-09	5.853802894e-24	4.742759208e-23	7.131575841e-22	1.910694704e-12	4.723311459e-18	8.895414145e-14	1.473569477e-18	1.921372158e-17	2.760456287e-09	1.995574719e-18	0.0003272107443	6.238186842e-05	3.660789526e-14	5.409371946e-17	1.018071067e-14	8.481462029e-20	0.0004148831972	1.735476827e-20	6.012495554e-09	0.0009590197055	5.02925462e-13	6.745073932e-09	1.05985708e-09	3.449959346e-13	5.278934017e-05	2.022717611e-09	1.363954941e-07	6.718707789e-12	1.869601392e-08	3.134161119e-06	4.157579914e-15	0.0001326964361	9.380065871e-09	3.978514677e-06	1.867667373e-05	0.005835396709	2.577511836e-07	5.214861995e-06	4.78249065e-11	1.533502907e-06	0.002649193277	3.195010272e-10	1.452562778e-08	0.009226978342	3.129634573e-07	1.980121169e-09	2.772583535e-09	3.196480543e-14	9.949072863e-07	1.171325403e-06	2.357966792e-16	2.772742634e-06	9.338561613e-19	0.0002085499246	4.667036594e-08	1.611435754e-07	0.001157037372	2.360345027e-09	7.718037666e-08	7.568891424e-06	2.178990297e-06	0.0004699894245	2.329197088e-08	0.001411298487	0.00139170278	7.949095092e-17	3.744353258e-09
5:13399551-13399568	1.459970748e-15	8.355722968e-07	6.369807402e-09	1.280727974e-15	5.527047554e-10	2.680556748e-15	6.747650469e-14	4.341572068e-09	2.969750091e-19	3.499021085e-12	0	3.555094423e-10	2.251780856e-18	1.484549705e-14	1.97421563e-09	1.326132573e-15	1.498463752e-28	3.87901855e-06	0	0.0008533634868	9.156807154e-05	5.164092905e-16	6.86230925e-11	2.198073632e-21	3.721048647e-16	2.136289952e-06	2.598176324e-20	1.033082877e-23	4.835762645e-24	2.838595917e-12	0	6.598491559e-17	6.138055231e-25	5.027324331e-22	5.164521223e-12	3.601511824e-26	8.546752533e-06	9.008058976e-06	4.407629914e-18	2.004308649e-27	6.599748704e-20	9.259960653e-11	0.005670618757	0	0	9.888497604e-05	4.577398147e-08	1.187899188e-10	7.32324318e-13	1.688761255e-14	3.324047177e-05	4.311153212e-12	2.392799019e-05	4.148090761e-18	2.633400439e-09	3.037220188e-10	1.131652423e-15	2.509470293e-06	5.274573094e-08	5.562867099e-07	1.000033473e-05	0.0004153224771	2.422799218e-08	1.35951755e-07	8.545531715e-19	3.870905208e-09	0.001118933466	7.095107477e-11	1.862288658e-08	8.357466141e-06	1.350406789e-12	1.81447964e-08	6.122147121e-09	2.994190695e-19	1.122225665e-06	9.225602455e-05	4.094216158e-12	0.0005178192229	7.557376521e-13	4.055471275e-05	0	6.257310636e-13	0.001927685206	4.359981341e-11	1.379488467e-11	2.168434897e-08	6.813119367e-07	0.0005102552086	2.045363468e-10	0.0002664022644	1.039362498e-05	0	3.823311905e-09
5:13399569-13399595	3.448080388e-09	3.977046875e-05	4.08255805e-06	3.998745201e-15	2.292734432e-05	6.468914029e-13	2.969465924e-16	7.356319815e-21	1.413936971e-08	3.489139574e-10	8.77369286e-09	2.36738651e-14	6.448051652e-19	1.202539335e-11	6.515275294e-11	2.597842378e-14	3.276471257e-23	7.459575457e-08	6.236785087e-14	9.876494763e-06	3.070962297e-08	2.481744488e-07	6.710465482e-09	0.05388765008	3.801899735e-09	1.116213411e-07	2.145013693e-26	1.786454459e-16	1.138923413e-20	6.506194965e-13	6.274269458e-22	1.926649733e-12	1.518434851e-19	4.916688792e-09	3.604570303e-11	2.539102536e-17	0.0003562939589	1.577823492e-05	4.955604304e-15	3.079260288e-15	1.359431673e-11	2.044489793e-19	0.009466087067	1.215150428e-21	4.986403125e-16	6.985024543e-06	3.96211216e-15	4.460693366e-06	0.002102265576	6.476654557e-08	8.927336543e-06	6.506347902e-06	8.752895529e-07	4.939002089e-14	4.773776771e-06	2.186446901e-07	7.916182943e-17	3.171296741e-06	5.467516268e-08	4.622781552e-06	0.0002505524722	0.3119299623	4.306650606e-06	0.002094951452	1.968254655e-07	2.036045973e-06	0.02033891005	0.0002710621365	0.0008227729321	1.709635896e-05	6.118920781e-07	8.278372446e-08	3.502580243e-06	1.140321836e-13	1.83350696e-05	2.916009578e-08	3.02844063e-18	3.659826182e-08	1.17968587e-17	0.001649213608	5.314141085e-08	1.109946652e-10	0.002989376133	5.277286573e-10	2.382668265e-09	1.627111332e-07	0.003139102159	0.000378684587	5.796721651e-07	0.0008677465984	0.01214136457	4.675594274e-18	2.097396248e-08
5:13399648-13399678	1.009949586e-12	7.033539593e-05	2.898309053e-07	4.83434402e-14	5.719213723e-11	2.516130767e-11	7.493686395e-09	1.074735739e-13	9.336636706e-11	5.232164148e-06	5.744064373e-20	1.373601058e-08	1.054443948e-17	2.373361882e-17	3.943029106e-09	1.676213096e-14	7.51478051e-18	9.528902162e-08	2.899449835e-09	0.03023472632	1.715578995e-05	2.943388974e-10	3.070149319e-12	4.641276122e-16	2.899534101e-11	2.097791991e-07	7.249659194e-23	2.990044e-18	9.89116944e-21	1.593743265e-07	2.959535419e-25	1.166909282e-08	2.448609778e-20	1.289964457e-05	1.000960275e-06	7.126131022e-12	0.01207376546	3.127633875e-06	2.282020913e-12	5.459884327e-22	4.044000652e-11	5.616389808e-11	0.007117538054	1.132553524e-19	1.267786173e-14	0.0002711109418	2.915330586e-13	2.509495761e-06	8.664892577e-08	1.822296374e-09	0.002003585917	5.875974269e-09	2.225868908e-08	2.184043118e-10	1.421779318e-05	5.500203403e-10	2.800832197e-16	3.676951159e-06	1.355791654e-06	0.0008649855443	0.0001332348662	0.006191951192	1.67457564e-07	0.0004584042513	4.496715012e-09	2.729550872e-07	0.00593722218	1.661432673e-05	5.241019194e-07	0.0002199583853	5.406302028e-10	3.713963262e-07	8.541478244e-08	8.653545863e-17	3.107966511e-06	3.494100198e-06	1.912575661e-12	5.940481891e-05	8.868923154e-16	0.005919154974	2.14933638e-07	9.128204413e-06	0.004974103557	1.279197739e-09	1.624258803e-07	3.248191611e-09	5.000636944e-07	0.00431127095	0.0002421474668	0.001101759591	0.005385936234	1.973068474e-13	4.194832116e-05
5:13399809-13399831	7.638788961e-19	2.693496086e-05	9.18080386e-09	4.082030708e-15	1.26882048e-11	2.153631397e-08	4.381666607e-17	7.760027214e-08	3.096924342e-10	4.022757716e-06	5.771465419e-24	1.255363539e-09	1.975022609e-19	1.936976765e-15	2.004541641e-05	5.328067735e-16	1.729220169e-14	7.526612851e-07	2.809609126e-16	4.791215976e-05	0.0001561064609	5.964193884e-14	2.223285491e-13	1.749865736e-16	1.420563364e-16	2.025734636e-06	4.299621188e-30	4.383998519e-23	1.169725642e-24	1.884370837e-13	1.880830554e-24	4.388563187e-10	4.042042589e-23	2.73786959e-16	2.558850926e-16	6.545587267e-08	5.267155796e-07	0.000202390953	6.523555729e-17	1.452387118e-19	1.55043524e-16	1.568064301e-07	0.0003469830348	1.458897034e-29	1.352637509e-13	0.007176082599	3.451959773e-14	5.400365287e-07	3.556100244e-07	2.188442849e-11	3.66685946e-05	9.932727746e-07	1.666543637e-07	4.510093843e-10	5.000603132e-07	2.441624279e-12	8.678034484e-14	2.688350645e-07	3.566354125e-06	1.025398932e-06	0.002076059002	0.0123238291	1.408301041e-08	0.0002918399323	1.470503977e-10	0.001838383581	0.01818454609	3.580603283e-10	0.0005686685729	5.684535258e-06	2.662936108e-08	7.783892143e-06	0.01067518001	1.415977279e-15	0.007226669568	0.00148287837	5.273365607e-06	3.572534271e-10	8.14831611e-17	0.008688693906	9.464223376e-11	8.793029296e-11	8.027553698e-05	4.417702793e-11	2.22280389e-10	4.200380683e-08	6.941281753e-08	0.001298883171	2.153443505e-08	0.003216030034	1.57948067e-05	8.552066396e-19	1.652527501e-08
5:13399849-13399862	3.859410524e-24	0	6.766772568e-10	1.228979594e-20	8.687283156e-11	0	1.585013783e-23	2.574504483e-21	0	1.725646215e-08	0	0	1.000491989e-20	6.284461918e-21	4.022598297e-10	0	0	9.111161185e-11	0	0.0005863615162	7.477059432e-07	0	2.221777403e-14	4.350049682e-17	2.645697259e-22	4.415593072e-11	4.704328385e-40	0	0	0	0	0	0	0	3.921383273e-19	1.146828529e-24	3.107429005e-07	2.084178281e-08	0	0	5.230638224e-14	1.23971079e-21	0.0002572749852	0	0	1.968612179e-07	3.26236103e-20	0	0	0	1.733773595e-07	3.032163863e-07	6.521164848e-10	0	0	1.506801852e-12	0	8.40289239e-09	5.270094611e-10	1.32278922e-09	4.300114665e-05	0.0002573583509	1.375454961e-07	0.0004208803542	0	1.580409001e-06	0.003579587703	0	8.555962296e-05	5.622791038e-07	0	0	0.0001476170871	0	1.788996158e-06	1.861863412e-09	4.290379458e-23	4.479926082e-12	0	0.0007383258307	0	0	6.138819096e-05	0	1.605572814e-09	3.642930068e-07	7.323640392e-08	7.607022203e-06	0	5.461080883e-05	1.368104426e-06	0	2.874647824e-13
5:13399916-13399946	5.224071445e-15	0.0003864253392	7.659093463e-07	1.129301206e-15	3.454363541e-09	3.97532913e-12	1.234584457e-11	1.134042256e-15	6.086658858e-13	1.358999604e-06	1.481040661e-16	1.624454844e-07	2.15157775e-12	7.476113028e-12	6.217193664e-07	4.734586083e-06	8.528403964e-21	5.864582404e-06	3.602397882e-08	0.003045185746	3.38227301e-05	1.357565673e-15	2.543865664e-08	1.615458507e-11	9.141813802e-15	3.926683252e-06	6.934556672e-21	1.383166182e-18	2.863625043e-20	5.445688832e-12	1.282932224e-25	1.153435191e-06	1.400827315e-20	6.495239217e-14	6.887869799e-11	7.895485964e-16	0.0002761198138	1.314691747e-05	1.801149666e-07	1.039627732e-20	3.496534917e-17	7.274028469e-18	0.0003919998961	1.14373471e-13	1.741722195e-14	0.0001994481936	1.742845771e-15	1.66872573e-08	4.377220493e-10	1.585858659e-11	3.906133894e-05	1.585130333e-09	2.392315154e-07	3.137976146e-11	1.27659683e-07	1.806295148e-09	1.447628987e-10	3.328807214e-05	4.19398583e-10	1.9001453e-07	5.372494541e-06	0.004836775175	6.071619979e-08	1.41018802e-05	8.041995886e-11	3.292595791e-06	0.005513070021	1.830586759e-08	4.312587146e-07	6.403236195e-05	2.4556811e-09	1.893597666e-06	2.429473745e-07	2.162686963e-11	1.954833396e-05	1.046680759e-05	1.434343094e-11	0.001423655428	2.695277071e-17	6.866603628e-05	0.0001546531266	3.20197066e-05	0.005556857284	1.254595624e-08	4.486501726e-11	4.316998716e-07	0.01388675387	0.0004133194716	2.72457096e-08	0.0005932942526	0.0008587563422	6.411873317e-15	6.894798823e-07
5:13399985-13400000	4.943935916e-19	0	9.406830686e-11	8.896343192e-21	9.509376269e-14	4.545638955e-14	1.940706848e-18	6.778145759e-20	2.826671208e-21	7.045838209e-11	0	2.46613543e-13	7.060242481e-15	8.572048758e-19	8.345007298e-06	8.858535545e-23	0	5.064879557e-06	0	6.504471531e-06	0.0004854570444	9.857980221e-14	6.801839232e-18	3.14765886e-17	1.243353742e-20	8.869876523e-05	5.857769115e-40	0	0	1.789550636e-17	0	7.479813584e-07	1.554452613e-30	9.79184715e-12	1.569473559e-11	3.693979302e-24	7.612221131e-05	3.292679866e-06	7.898425234e-13	0	1.833432173e-20	1.07173284e-20	0.004113912678	0	0	6.688735215e-06	1.628207664e-10	1.988427995e-11	9.97492022e-11	0	0.0002914825612	2.041326905e-09	7.898908234e-09	5.262749308e-19	0	3.577507658e-16	4.925374411e-13	2.931758519e-07	5.522598564e-08	2.487350866e-06	1.362492416e-05	5.888397487e-05	6.980807785e-10	5.849860598e-06	0	6.292408228e-09	0.0006364586919	0	2.165297743e-08	0.006174581041	0	0	3.939091907e-08	3.572408599e-22	2.59661841e-07	6.783083962e-07	6.93157817e-22	1.083541907e-05	1.966099823e-15	2.848215405e-05	0	0	2.605376946e-05	3.393520636e-15	1.635054139e-13	3.935339467e-10	5.277567979e-12	0.0008819442625	0	0.0002381639931	1.827868131e-05	0	1.762575135e-07
5:16553155-16553171	3.257341346e-14	0	9.446721822e-12	7.717646204e-17	8.002817004e-15	5.269926034e-16	1.262449866e-15	6.498513094e-20	4.89564355e-21	2.291677218e-11	0	7.703614108e-08	1.302982566e-19	2.59796441e-21	2.375811646e-06	1.20339399e-09	4.4496976e-23	0.0001599100907	0	0.0001845372298	1.758195758e-06	2.148548439e-14	3.623652221e-13	1.317037087e-16	2.175985372e-14	4.127826133e-05	1.766967241e-18	4.390692721e-30	0	4.41294562e-13	0	3.068560205e-13	2.033476836e-26	1.457608834e-19	1.105375432e-16	9.842056822e-06	1.818625659e-06	3.839190584e-07	6.068192345e-15	0	1.543442026e-19	2.448238237e-19	0.01659573591	0	0	0.000302897484	2.727607116e-14	1.495720919e-10	1.64233007e-11	0	0.0001605462069	4.16959383e-10	7.183496671e-10	2.671260002e-16	1.550729947e-13	4.05510564e-12	1.258008344e-19	1.472663164e-07	4.557180945e-08	2.333795942e-07	2.775326964e-06	5.520532533e-05	6.879153579e-08	9.360494791e-08	0	1.917652198e-06	0.0009051501111	0	4.463913124e-10	1.030478732e-05	0	0	3.568908213e-08	3.374142156e-12	5.190519006e-05	5.844961166e-07	1.592828677e-21	0.002369087708	3.797997292e-19	2.145219219e-05	0	5.071495621e-15	4.553845239e-05	3.42664193e-09	8.287045111e-11	5.752022117e-10	0.3090887831	0.0002613017415	5.34305561e-12	0.0001102470568	4.756574243e-06	0	9.602234104e-10
5:16553263-16553279	8.904669964e-14	0	4.287050878e-10	1.220750196e-17	1.368096014e-10	1.08614206e-11	2.076434366e-20	1.294183778e-22	1.052734575e-12	1.134813763e-10	0	1.528287668e-12	1.628173503e-18	4.67456966e-19	3.732042263e-17	7.821827744e-16	3.419958823e-27	1.047770353e-10	0	1.78867523e-05	4.806094156e-09	1.460709331e-08	7.561177026e-10	6.893975432e-12	2.1617601e-13	2.852336206e-10	8.994541158e-31	2.750430469e-25	0	1.550607916e-20	0	2.107903824e-12	1.866761202e-20	2.339034515e-15	1.920501327e-05	3.316337063e-27	0.0001355569213	1.032109098e-07	2.698167329e-18	0	8.131660245e-12	1.142433136e-22	6.476235813e-05	0	0	1.984459381e-06	1.659633768e-17	2.232126855e-08	3.397729046e-08	0	1.086177224e-05	1.669487753e-07	5.57201784e-10	9.580288443e-20	2.963250902e-10	5.222656392e-08	4.469102944e-24	1.482265642e-05	2.404060562e-07	8.443330371e-07	0.0001570368111	0.0004106004009	1.261132107e-06	0.0005796927067	0	1.700061517e-07	0.002774793195	0	6.086749251e-07	1.865978427e-05	0	0	7.023869261e-09	8.973093408e-27	6.607842322e-07	1.5250233e-08	6.841704769e-14	4.079945522e-09	4.768548508e-21	0.0002918322422	0	1.405287408e-12	0.001566938512	3.179971522e-09	5.616631057e-11	4.250656848e-08	1.963198113e-13	0.01179595217	2.062068744e-08	0.001705011532	1.13323183e-05	0	8.790513792e-09
5:16553374-16553396	1.462788094e-20	1.183626624e-06	2.460393355e-09	7.272371118e-13	1.949615213e-12	4.260473653e-12	3.695435341e-12	5.410031739e-17	1.723623717e-15	3.753592433e-10	1.18892974e-20	1.341487803e-11	7.607696033e-16	2.105840048e-19	1.227416974e-09	3.086728688e-11	5.071492564e-23	1.948936412e-08	1.46955514e-08	1.258170512e-05	4.080955193e-06	1.418403908e-13	1.244971448e-15	2.770974911e-16	7.375175854e-21	2.597782754e-08	1.46941266e-31	9.492462913e-18	1.296300034e-15	1.272114243e-13	9.84705334e-30	1.775093704e-11	5.740400398e-17	1.551464636e-15	6.893152715e-17	2.465276111e-23	4.006941748e-06	7.135106316e-06	5.711400768e-17	3.311994032e-27	1.948541156e-18	4.144263097e-14	5.689753523e-05	2.79605562e-26	9.038770235e-18	1.659126046e-05	1.183718285e-15	1.570162441e-06	1.969102256e-07	5.361523634e-10	0.001588429242	1.216392819e-08	5.310439252e-05	2.767623915e-13	3.417911808e-05	2.306482048e-11	9.458500963e-16	1.001439451e-05	6.736156011e-10	4.683217675e-07	6.6832093e-05	0.001606955486	6.513313455e-06	4.314279461e-05	2.166067648e-10	5.968156365e-06	0.009215451227	3.978282904e-06	8.793545049e-08	0.0004011436208	6.039073029e-12	2.50059871e-09	0.0007548007587	2.428540473e-16	0.0003570323289	2.14666119e-06	5.070402387e-12	1.541826674e-06	1.234742094e-12	0.0004499107109	9.557431473e-09	5.226964501e-11	9.298984579e-05	9.301941603e-12	1.301906242e-09	5.109707028e-08	0.01099166584	0.00118984907	2.600475608e-05	0.002597914231	4.31648579e-07	3.655330134e-23	9.029774238e-08
5:16553424-16553448	9.025892444e-12	1.373739169e-05	3.438924963e-07	1.439298609e-17	1.950561329e-06	2.77924071e-10	1.469966516e-14	3.597848444e-18	4.281849668e-13	3.849084162e-09	1.520470203e-13	4.985163883e-12	2.461184694e-19	9.110605649e-16	5.150318685e-13	8.514635973e-14	2.765124411e-19	5.450451625e-09	8.426119952e-08	0.0001355633858	1.5684511e-07	3.247145768e-08	6.808112329e-06	4.216425713e-11	5.567858945e-14	7.378287424e-09	3.398703897e-11	1.020646915e-18	4.973971893e-23	5.1447421e-14	1.823320898e-17	3.004773488e-10	4.480067744e-25	4.272421338e-11	4.745217189e-17	5.244928827e-20	0.000466353612	3.395718389e-05	4.597354863e-14	4.791631305e-25	1.845865318e-13	8.257397581e-15	0.0002872335077	4.063087666e-19	3.191902615e-14	1.397903606e-06	2.726798448e-13	2.165070369e-06	0.003556692377	5.750599199e-10	2.368763791e-05	1.888117776e-06	3.925190324e-07	2.862181586e-12	1.225083553e-06	8.581739384e-08	7.132876183e-15	4.609128313e-07	8.222842477e-06	4.712252878e-05	0.0006455778115	0.006153194806	1.743802897e-06	0.000814888682	4.601210558e-09	1.337959557e-05	0.004984972758	4.09317394e-05	2.049210909e-05	5.909141682e-05	4.979693304e-08	3.968579683e-10	1.65746906e-06	8.129097793e-11	2.167025699e-05	2.322962582e-05	1.58463665e-16	1.550387664e-06	7.086606989e-19	0.005735482969	2.222204372e-08	4.499943271e-08	0.0002135217157	1.830119936e-11	1.654324449e-05	4.109114483e-08	4.554854442e-08	0.001094057244	7.910475353e-07	0.000743563302	0.06427305108	2.48682846e-17	2.073850357e-09
5:16553449-16553470	2.945905517e-14	1.060111527e-07	2.231959021e-09	5.460931832e-14	4.225018502e-10	5.611050042e-15	7.275604981e-18	2.724720754e-17	2.673618068e-15	7.015163131e-12	6.120289167e-19	1.401698728e-17	2.605198889e-14	1.447043335e-15	1.046788537e-11	3.592655183e-16	2.404361793e-23	1.566049029e-09	3.512314587e-15	2.571640829e-05	7.340713079e-07	2.233133515e-10	2.080726435e-11	2.770585729e-11	4.583876616e-12	5.961133639e-09	1.746896493e-29	3.329419136e-21	3.262667087e-33	1.500091773e-16	4.96073192e-27	1.653693738e-06	7.806410762e-27	1.27056228e-06	2.721050583e-10	6.761239048e-17	0.0394905185	1.093737743e-05	1.02684085e-12	2.34199323e-29	1.34614651e-12	3.161367744e-18	9.144530858e-05	7.486735333e-22	2.009440968e-16	0.003377694244	6.045063724e-18	3.677203161e-06	7.269200496e-07	5.512935558e-13	1.099452734e-06	1.004422303e-07	9.124646321e-09	2.050716238e-16	1.10489108e-07	4.265752598e-07	2.48768093e-11	9.841241803e-07	3.643694706e-06	2.19420397e-08	0.00202229943	0.007929596829	2.842866074e-06	0.003125803722	1.267315458e-13	3.694624428e-06	0.003648663421	7.86205127e-10	1.147662765e-05	0.09257590171	8.048442542e-12	3.270680269e-11	4.502980185e-06	6.114487624e-16	3.248085043e-06	1.042469924e-07	1.680861805e-14	8.245345494e-05	4.69112068e-17	0.001167584771	7.86844063e-11	1.438577399e-11	0.002025411722	2.885682057e-11	2.839240706e-09	2.415796598e-10	1.134423192e-07	0.0003257348478	1.194593382e-09	0.000667738372	0.0002375211322	6.493969206e-23	9.823421664e-08
